192, 560, 1109, 1797, 2678, 3698, 4815, 6025, 7296, 8759, 10315, 11934, 13711, 15639, 17664
58, 315, 744, 1272, 1851, 2483, 3972, 4010, 4988, 6136, 7405, 8823, 10256, 11856, 13549
97, 261, 426, 627, 846, 1159, 1597, 2202, 2901, 3790, 4797, 5985, 7241, 8516, 9881
153, 326, 597, 871, 1315, 1793, 2470, 3242, 4212, 5359, 6598, 7866, 9277, 10844, 12483
134, 467, 817, 1288, 1880, 2534, 3291, 4145, 5072, 6162, 7322, 8646, 9990, 11468, 13010
36, 162, 451, 809, 1350, 2086, 2987, 3953, 5048, 6323, 7694, 9150, 10714, 12304, 14086
166, 378, 702, 1222, 1793, 2499, 3277, 4237, 5224, 6229, 7300, 8374, 9632, 11003, 12395
159, 433, 721, 1193, 1734, 2475, 3272, 4254, 5287, 6322, 7418, 8577, 9897, 11222, 12671
172, 464, 920, 1464, 2126, 2865, 3687, 4587, 5533, 6567, 7692, 8889, 10211, 11652, 13163
135, 357, 779, 1280, 1829, 2415, 3044, 3866, 4855, 5984, 7239, 8499, 9877, 11262, 12818
143, 433, 811, 1304, 1976, 2665, 3499, 4368, 5415, 6623, 7972, 9380, 10967, 12734, 14562
52, 231, 526, 845, 1176, 1565, 2152, 2820, 3496, 4332, 5223, 6150, 7190, 8361, 9593
49, 144, 438, 750, 1157, 1736, 2395, 3180, 4095, 5087, 6200, 7463, 8908, 10461, 12034
54, 112, 354, 767, 1188, 1649, 2143, 2687, 3271, 3887, 4520, 5291, 6206, 7269, 8418
149, 379, 711, 1087, 1527, 2042, 2634, 3264, 4083, 4955, 5928, 7099, 8331, 9735, 11299
152, 420, 701, 1040, 1448, 1989, 2535, 3215, 4071, 5092, 6251, 7505, 8953, 10449, 12031
177, 416, 714, 1098, 1527, 2087, 2794, 3570, 4433, 5428, 6429, 7503, 8759, 10043, 11491
10, 173, 449, 886, 1514, 2204, 2938, 3859, 4875, 6003, 7178, 8504, 9876, 11299, 12743
128, 297, 552, 919, 1452, 2000, 2693, 3539, 4567, 5792, 7127, 8508, 9976, 11557, 13222
185, 468, 772, 1175, 1689, 2386, 3209, 4206, 5373, 6545, 7727, 9035, 10405, 11956, 13531
26, 143, 442, 827, 1380, 1939, 2648, 3436, 4385, 5432, 6544, 7856, 9205, 10637, 12082
27, 222, 513, 820, 1326, 1866, 2591, 3515, 4565, 5781, 7088, 8566, 10166, 11767, 13527
165, 392, 623, 888, 1262, 1824, 2433, 3188, 4001, 4829, 5766, 6749, 7903, 9064, 10308
174, 418, 799, 1276, 1947, 2790, 3778, 4916, 6163, 7544, 8997, 10583, 12232, 14050, 16037
121, 331, 723, 1266, 1964, 2725, 3643, 4573, 5695, 6905, 8225, 9704, 11372, 13083, 14921
106, 227, 474, 814, 1203, 1786, 2430, 3221, 4069, 5103, 6330, 7657, 9036, 10609, 12310
116, 405, 866, 1356, 1910, 2579, 3280, 4008, 4793, 5580, 6451, 7389, 8401, 9590, 10966
41, 267, 650, 1177, 1708, 2278, 3016, 3822, 4800, 5977, 7293, 8803, 10342, 11902, 13631
130, 295, 552, 917, 1456, 2088, 2882, 3763, 4651, 5621, 6689, 7944, 9230, 10560, 11904
9, 144, 320, 641, 1059, 1526, 2184, 3039, 3978, 4967, 6075, 7343, 8643, 10094, 11601
191, 558, 1007, 1641, 2316, 3110, 3958, 4989, 6078, 7196, 8323, 9507, 10729, 12065, 13578
90, 322, 715, 1183, 1833, 2527, 3314, 4138, 5079, 6140, 7362, 8773, 10206, 11666, 13151
45, 264, 611, 1057, 1692, 2495, 3329, 4343, 5376, 6526, 7724, 8966, 10296, 11628, 12962
35, 110, 302, 670, 1043, 1456, 1917, 2467, 3024, 3758, 4608, 5483, 6530, 7650, 8881
138, 463, 804, 1227, 1717, 2341, 3014, 3886, 4761, 5726, 6795, 7940, 9263, 10650, 12107
120, 257, 569, 885, 1342, 1956, 2684, 3601, 4587, 5673, 6795, 8080, 9504, 11021, 12554
178, 448, 888, 1430, 2157, 2941, 3746, 4669, 5736, 6876, 8078, 9307, 10537, 11828, 13304
187, 489, 817, 1229, 1816, 2515, 3364, 4306, 5292, 6326, 7557, 8843, 10167, 11639, 13179
90, 197, 350, 695, 1195, 1790, 2459, 3259, 4085, 4995, 5977, 7127, 8334, 9614, 11077
27, 101, 203, 320, 457, 784, 1186, 1668, 2202, 2870, 3619, 4472, 5388, 6387, 7531
8, 202, 438, 802, 1352, 2031, 2770, 3586, 4459, 5516, 6597, 7872, 9326, 10932, 12721
98, 377, 709, 1100, 1518, 2026, 2733, 3547, 4486, 5427, 6559, 7759, 8993, 10230, 11586
2, 54, 266, 646, 1174, 1822, 2481, 3271, 4155, 5194, 6386, 7669, 8979, 10444, 11972
104, 338, 752, 1170, 1713, 2327, 3033, 3753, 4610, 5596, 6714, 8002, 9307, 10706, 12158
143, 327, 560, 889, 1284, 1702, 2156, 2662, 3311, 4013, 4758, 5519, 6466, 7439, 8447
194, 390, 626, 1028, 1434, 1907, 2466, 3082, 3826, 4749, 5680, 6687, 7878, 9156, 10609
147, 492, 879, 1276, 1706, 2321, 3095, 3911, 4772, 5810, 7044, 8392, 9886, 11573, 13456
57, 268, 615, 999, 1505, 2177, 2965, 3789, 4774, 5879, 7111, 8481, 9878, 11342, 12865
59, 148, 412, 785, 1205, 1740, 2409, 3267, 4241, 5222, 6338, 7615, 8974, 10404, 11932
34, 175, 332, 629, 1098, 1634, 2183, 2093, 3780, 4673, 5607, 6602, 7711, 8832, 9958
165, 443, 885, 1437, 2186, 2989, 3910, 4920, 6071, 7385, 8823, 10337, 11980, 13707, 15614
28, 150, 308, 654, 1002, 1372, 1857, 2377, 3068, 3832, 4676, 5700, 6898, 8137, 9565
182, 429, 678, 1111, 1554, 2100, 2725, 3382, 4173, 4974, 5946, 6994, 8056, 9142, 10398
174, 440, 879, 1379, 1883, 2420, 2966, 3545, 4165, 4934, 5901, 6978, 8147, 9354, 10571
114, 293, 671, 1144, 1712, 2342, 3020, 3835, 4748, 5768, 6847, 8118, 9472, 10923, 12484
89, 183, 367, 622, 949, 1311, 1840, 2404, 3028, 3663, 4351, 5231, 6213, 7395, 8582
97, 215, 467, 730, 997, 1408, 1949, 2674, 3531, 4553, 5775, 7191, 8674, 10190, 11888
68, 248, 441, 751, 1183, 1652, 2153, 2671, 3358, 4068, 4903, 5809, 6755, 7888, 9144
168, 400, 829, 1333, 1850, 2500, 3266, 4219, 5189, 6197, 7366, 8727, 10196, 11822, 13586
98, 279, 461, 662, 1034, 1489, 2130, 2895, 3800, 4717, 5686, 6767, 8003, 9418, 11002
62, 196, 393, 726, 1136, 1732, 2398, 3101, 3922, 4922, 5984, 7083, 8234, 9403, 10708
173, 397, 759, 1289, 1925, 2757, 3755, 4820, 5887, 7053, 8257, 9654, 11133, 12749, 14512
54, 277, 644, 1174, 1720, 2335, 2971, 3648, 4419, 5347, 6398, 7552, 8710, 10008, 11447
171, 379, 770, 1248, 1820, 2543, 3328, 4226, 5160, 6270, 7446, 8666, 10050, 11484, 12961
103, 267, 620, 984, 1480, 2016, 2745, 3503, 4408, 5487, 6572, 7691, 8861, 10079, 11303
54, 144, 261, 426, 753, 1124, 1542, 2130, 2764, 3581, 4495, 5418, 6440, 7575, 8798
95, 368, 804, 1402, 2142, 2984, 3828, 4675, 5698, 6786, 7900, 9103, 10312, 11523, 12914
88, 268, 574, 896, 1310, 1793, 2295, 2929, 3668, 4587, 5558, 6587, 7676, 8889, 10241
12, 144, 745, 679, 788, 1805, 2539, 3312, 4858, 5015, 5972, 7093, 8371, 9712, 11169
182, 515, 958, 1561, 2279, 3144, 4130, 5273, 6434, 7648, 8888, 10275, 11702, 13233, 14789
138, 468, 848, 1339, 1859, 2507, 3246, 4134, 5055, 6173, 7326, 8541, 9844, 11220, 12686
103, 371, 718, 1256, 1825, 2456, 3277, 4214, 5175, 6295, 7424, 8573, 9833, 11236, 12793
18, 72, 163, 283, 432, 689, 1084, 1601, 2260, 3067, 4042, 5173, 6433, 7706, 9056
111, 260, 440, 687, 1112, 1655, 2278, 2915, 3613, 4421, 5293, 6341, 7512, 8778, 10155
160, 413, 677, 1012, 1491, 2021, 2673, 3424, 4192, 5016, 6021, 7189, 8376, 9662, 11017
173, 427, 848, 1418, 2049, 2699, 3462, 4369, 5429, 6550, 7701, 9019, 10510, 12168, 13899
147, 355, 763, 1309, 1869, 2434, 3069, 3739, 4466, 5332, 6388, 7615, 8959, 10397, 11939
156, 378, 732, 1228, 1921, 2799, 3730, 4824, 5960, 7187, 8572, 10142, 11896, 13776, 15853
166, 427, 759, 1281, 1880, 2596, 3422, 4316, 5245, 6216, 7336, 8651, 10028, 11579, 13193
112, 289, 548, 818, 1236, 1811, 2572, 3411, 4370, 5517, 6764, 8014, 9446, 11068, 12719
194, 549, 994, 1556, 2225, 2971, 3769, 4601, 5547, 6684, 7982, 9472, 10980, 12650, 14520
163, 393, 639, 977, 1325, 1822, 2393, 3063, 3923, 4942, 6087, 7363, 8678, 10046, 11607
168, 342, 713, 1213, 1722, 2288, 2884, 3618, 4443, 5289, 6291, 7471, 8844, 10231, 11692
12, 147, 309, 559, 991, 1517, 2046, 2640, 3359, 4204, 5179, 6295, 7560, 8919, 10454
192, 443, 750, 1142, 1665, 2216, 2904, 3692, 4647, 5767, 6949, 8248, 9573, 11052, 12691
139, 320, 657, 1004, 1483, 1979, 2624, 3410, 4391, 5397, 6452, 7679, 8948, 10239, 11708
127, 271, 571, 943, 1458, 2084, 2728, 3448, 4203, 4994, 5863, 6868, 7967, 9110, 10316
26, 174, 360, 557, 807, 1151, 1552, 2003, 2592, 3213, 3875, 4607, 5504, 6444, 7557
24, 160, 315, 490, 741, 1181, 1740, 2393, 3184, 4034, 4980, 5981, 6983, 8040, 9297
190, 551, 1077, 1667, 2273, 3014, 3810, 4776, 5779, 6847, 7940, 9207, 10479, 11762, 13196
109, 294, 582, 1032, 1500, 1975, 2627, 3460, 4319, 5210, 6112, 7190, 8383, 9733, 11211
174, 437, 898, 1547, 2319, 3222, 4189, 5203, 6347, 7541, 8744, 10036, 11342, 12704, 14117
1, 157, 480, 938, 1483, 2134, 2956, 3887, 4825, 5945, 7220, 8687, 10203, 11793, 13581
183, 371, 560, 905, 1292, 1810, 2498, 3254, 4030, 4843, 5779, 6717, 7811, 8939, 10132
176, 537, 964, 1440, 1940, 2558, 3351, 4242, 5249, 6364, 7555, 8751, 9968, 11236, 12656
193, 504, 821, 1196, 1730, 2392, 3253, 4208, 5287, 6499, 7790, 9231, 10830, 12601, 14398
112, 233, 453, 848, 1293, 1800, 2415, 3160, 3937, 4741, 5694, 6703, 7728, 8787, 10027
16, 37, 226, 121, 1011, 1476, 2029, 2588, 3310, 4113, 4935, 5910, 7034, 8241, 9543
41, 142, 345, 731, 1216, 1785, 2452, 3187, 4042, 4920, 5847, 6807, 7926, 9226, 10699
164, 474, 858, 1397, 2017, 2643, 3461, 4394, 5444, 6001, 7885, 9242, 10742, 12363, 14061
153, 416, 766, 1233, 1703, 2321, 3004, 3855, 4862, 5924, 7037, 8325, 9736, 11178, 12706
19, 153, 427, 886, 3537, 2249, 3147, 2115, 5208, 6319, 7630, 8994, 10447, 12050, 11726
81, 319, 744, 1345, 1947, 2639, 3486, 4422, 5536, 6698, 7927, 9195, 10474, 11779, 13106
82, 359, 722, 1132, 1676, 2420, 3280, 4191, 5249, 6408, 7585, 8918, 10372, 11833, 13445
23, 93, 189, 457, 857, 1271, 1801, 2377, 3153, 3991, 4877, 5937, 7036, 8218, 9520
130, 330, 396, 1176, 1850, 2622, 3535, 4609, 5704, 6903, 8145, 9393, 10805, 12245, 13735
58, 259, 634, 1089, 1612, 2172, 2748, 3343, 4069, 4801, 3700, 6744, 7823, 8990, 10178
19, 236, 473, 746, 1216, 1702, 2372, 3114, 3962, 4863, 5902, 6980, 8206, 9528, 10991
184, 530, 1054, 1768, 2528, 3391, 4311, 5278, 6267, 7409, 8556, 9758, 11134, 12613, 14216
4, 204, 567, 1109, 1776, 2531, 3473, 4487, 5548, 6669, 7857, 9235, 10746, 12365, 14034
68, 167, 405, 677, 1099, 1566, 2065, 2764, 3505, 4396, 5464, 6188, 8015, 9533, 11220
159, 340, 586, 976, 1533, 2154, 2893, 3748, 4618, 5537, 6485, 7498, 8598, 9739, 11061
91, 367, 694, 1116, 1579, 2128, 2689, 3388, 4264, 5209, 6344, 7604, 9002, 10497, 12144
113, 379, 669, 1146, 1752, 2545, 3507, 4565, 5797, 7167, 8672, 10314, 12076, 13938, 15842
124, 358, 710, 1117, 1625, 2328, 3217, 4229, 5405, 6684, 8157, 9779, 11561, 13446, 15512
148, 412, 698, 1072, 1454, 1945, 2548, 3263, 4077, 4997, 6032, 7177, 8498, 9850, 11273
86, 182, 352, 567, 874, 1352, 1906, 2528, 3186, 3970, 4807, 5690, 6612, 7610, 8625
131, 371, 717, 1250, 1811, 2490, 3191, 3995, 4885, 5895, 6992, 8244, 9501, 10916, 12392
31, 117, 382, 752, 1297, 2019, 2891, 3826, 4804, 5921, 7200, 8646, 10126, 11777, 13608
129, 375, 658, 1059, 1504, 2013, 2657, 3453, 4318, 5260, 6275, 7418, 8563, 9874, 11321
105, 281, 556, 969, 1391, 1934, 2486, 3105, 3885, 4782, 5877, 6981, 8138, 9377, 10789
62, 193, 414, 717, 1204, 1840, 2614, 3460, 4469, 5481, 6535, 7722, 9074, 10597, 12200
65, 157, 330, 660, 1095, 1640, 2367, 3237, 4116, 5110, 6167, 7415, 8777, 10200, 11746
83, 321, 601, 1069, 1716, 2474, 3248, 4165, 5263, 6495, 7771, 9220, 10762, 12379, 14154
62, 169, 356, 699, 1207, 1737, 2392, 3211, 4166, 5163, 6354, 7648, 9090, 10691, 12382
31, 262, 592, 982, 1437, 1981, 2587, 3244, 4006, 4938, 5922, 6960, 8033, 9146, 10270
75, 245, 562, 890, 1311, 1931, 2689, 3531, 4489, 5559, 6813, 8162, 9558, 11131, 12739
185, 408, 808, 1398, 2171, 3026, 3977, 4992, 6152, 7339, 8553, 9807, 11093, 12418, 13845
122, 435, 878, 1417, 2155, 2992, 3896, 4884, 5974, 7233, 8590, 10012, 11580, 13217, 15003
13, 60, 161, 406, 832, 1259, 1845, 2513, 3209, 3920, 4674, 5437, 6353, 7425, 8676
176, 438, 745, 1159, 1665, 2271, 2972, 3688, 4577, 5556, 6686, 7986, 9421, 10881, 12373
24, 200, 424, 823, 1326, 1880, 2446, 3114, 3869, 4685, 5554, 6616, 7729, 8995, 10348
25, 66, 133, 242, 527, 916, 1442, 1982, 2612, 3250, 3918, 4765, 5630, 6603, 7641
4, 65, 195, 441, 689, 973, 1376, 1890, 2521, 3349, 4321, 5427, 6676, 7969, 9462
134, 401, 718, 1051, 1516, 2002, 2681, 3433, 4215, 5020, 5864, 6854, 8013, 9347, 10798
152, 436, 839, 1363, 1943, 2621, 3306, 4030, 4864, 5779, 6772, 7874, 8998, 10258, 11538
134, 285, 492, 871, 1408, 2076, 2940, 3876, 4999, 6278, 7707, 9149, 10660, 12342, 14176
56, 191, 399, 792, 1214, 1675, 2153, 2734, 3326, 3942, 4570, 5218, 5917, 6632, 7474
25, 200, 428, 834, 1395, 2023, 2725, 3516, 4493, 5599, 6745, 8082, 9615, 11241, 13066
128, 336, 701, 1081, 1534, 2002, 2659, 3433, 4232, 5227, 6276, 7447, 8705, 10075, 11509
119, 311, 674, 1148, 1716, 2345, 3039, 3819, 4751, 5820, 7011, 8255, 9669, 11183, 12846
158, 320, 503, 768, 1196, 1810, 2539, 3269, 4190, 5183, 6251, 7472, 8849, 10356, 11897
70, 323, 775, 1406, 2174, 2952, 3903, 4915, 6000, 7220, 8444, 9746, 11244, 12800, 14439
146, 417, 728, 1189, 1812, 2621, 3522, 4508, 5672, 6969, 8368, 9838, 11333, 12956, 14582
82, 237, 572, 1007, 1505, 2040, 2730, 3575, 4515, 5520, 6620, 7772, 9003, 10321, 11714
193, 407, 800, 1196, 1606, 2197, 2809, 3591, 4505, 5579, 6688, 7968, 9333, 10838, 12441
80, 347, 810, 1300, 1915, 2622, 3442, 4379, 5322, 6294, 7397, 8694, 10001, 11375, 12892
133, 336, 706, 1203, 1724, 2344, 3153, 4144, 5273, 6550, 7954, 9432, 10913, 12552, 14241
105, 389, 756, 1136, 1590, 2137, 2874, 3635, 4464, 5410, 6461, 7649, 8902, 10227, 11602
175, 406, 647, 1003, 1395, 1983, 2599, 3235, 3916, 4769, 5684, 6788, 7902, 9215, 10715
198, 455, 857, 1300, 1940, 2678, 3459, 4325, 5323, 6521, 7843, 9223, 10777, 12516, 14261
126, 385, 721, 1066, 1472, 2062, 2680, 3308, 4047, 4841, 5777, 6773, 7835, 9002, 10197
67, 318, 605, 1064, 1529, 2038, 2707, 3394, 4244, 5226, 6255, 7301, 8402, 9547, 10892
35, 100, 214, 525, 883, 1323, 1835, 2451, 3101, 3803, 4542, 5391, 6243, 7255, 8450
163, 393, 821, 1386, 1992, 2786, 3622, 4477, 5347, 6300, 7412, 8604, 9969, 11350, 12756
97, 337, 635, 1113, 1628, 2167, 2818, 3598, 4487, 5449, 6451, 7472, 8687, 10102, 11708
178, 432, 711, 1105, 1607, 2162, 2773, 3537, 4336, 5170, 6160, 7286, 8527, 9955, 11452
68, 252, 496, 817, 1272, 1784, 2404, 3183, 4064, 5054, 6062, 7144, 8276, 9411, 10552
178, 530, 1025, 1573, 2288, 3046, 3901, 4882, 5942, 7192, 8586, 10076, 11728, 13474, 15283
145, 353, 675, 1055, 1450, 1971, 2669, 3439, 4347, 5328, 6419, 7695, 9159, 10734, 12435
67, 231, 542, 1041, 1546, 2078, 2728, 3564, 4549, 5634, 6857, 8136, 9550, 11066, 12643
109, 291, 628, 1031, 1518, 2177, 3010, 3926, 4986, 6133, 7417, 8751, 10145, 11696, 13320
117, 275, 570, 874, 1191, 1674, 2270, 3055, 4039, 5157, 6455, 7931, 9502, 11092, 12860
77, 322, 692, 1124, 1742, 2481, 3348, 4283, 5344, 6507, 7760, 9173, 10686, 12312, 13982
54, 259, 599, 1066, 1599, 2255, 3105, 4113, 5236, 6511, 7848, 9296, 10922, 12635, 14524
25, 209, 496, 950, 1580, 2330, 3230, 4190, 5248, 6499, 7804, 9221, 10694, 12229, 13949
30, 209, 540, 1005, 1607, 2271, 3036, 3903, 4817, 5742, 6804, 7967, 9228, 10501, 11876
51, 247, 524, 985, 1486, 2021, 2570, 3143, 3810, 4648, 5616, 6666, 7873, 9119, 10483
139, 340, 563, 897, 1329, 1858, 2447, 3219, 4069, 4972, 5984, 7186, 8389, 9616, 10868
97, 349, 647, 1112, 1653, 2276, 3004, 3787, 4595, 5588, 6776, 8060, 9531, 11007, 12637
22, 129, 334, 660, 1010, 1554, 2201, 2931, 3775, 4802, 6009, 7385, 8930, 10477, 12098
23, 190, 360, 679, 1022, 1394, 1812, 2364, 3089, 3822, 4655, 5579, 6522, 7478, 8615
133, 322, 695, 1206, 1809, 2609, 3425, 4320, 5374, 6530, 7880, 9358, 11004, 12840, 14863
79, 163, 350, 705, 1260, 1849, 2528, 3286, 4139, 5018, 6058, 7179, 8310, 9446, 10775
26, 54, 129, 254, 489, 821, 1208, 1650, 2204, 2908, 3671, 4575, 5643, 6826, 8144
38, 183, 458, 877, 1453, 2218, 3038, 3962, 5004, 6129, 7449, 8836, 10348, 11992, 13739
81, 198, 486, 802, 1269, 1796, 2497, 3215, 4125, 5088, 6141, 7251, 8529, 9858, 11295
163, 457, 900, 1359, 1987, 2767, 3554, 4372, 5287, 6378, 7563, 8921, 10409, 12014, 13777
167, 534, 949, 1370, 1946, 2583, 3394, 4308, 5224, 6270, 7327, 8510, 9815, 11300, 12908
43, 181, 451, 782, 1215, 1757, 2404, 3192, 4071, 5121, 6308, 7622, 8999, 10422, 11948
104, 219, 506, 889, 1291, 1847, 2527, 3347, 4232, 5143, 6092, 7092, 8143, 9343, 10718
158, 359, 646, 979, 1445, 2104, 2798, 3564, 4418, 5350, 6419, 7676, 8944, 10240, 11597
12, 147, 413, 873, 1420, 1976, 2639, 3348, 4217, 5199, 6242, 7441, 8831, 10260, 11875
