1, 6, 2, 6
4, 7, 25, 27
3, 9, 8, 40
4, 1, 23, 27
9, 19, 23, 58
8, 4, 23, 78
9, 19, 33, 4
4, 0, 2, 66
7, 20, 39, 64
7, 10, 25, 2
3, 19, 12, 75
0, 20, 6, 25
7, 15, 4, 26
9, 18, 34, 17
9, 9, 32, 13
1, 1, 13, 37
1, 7, 40, 27
3, 14, 9, 9
6, 0, 4, 33
6, 0, 24, 80
0, 5, 40, 24
7, 8, 21, 28
4, 17, 37, 24
2, 1, 16, 51
4, 10, 17, 16
8, 16, 12, 16
3, 3, 9, 43
5, 7, 24, 73
7, 8, 14, 51
5, 11, 25, 29
7, 18, 39, 33
6, 13, 3, 61
1, 17, 6, 10
5, 1, 11, 68
6, 6, 26, 28
2, 6, 9, 48
2, 15, 33, 79
6, 3, 19, 40
5, 16, 10, 59
3, 1, 14, 65
4, 16, 6, 63
3, 2, 21, 73
3, 18, 10, 22
6, 17, 10, 52
3, 14, 8, 55
4, 6, 22, 2
3, 10, 31, 14
8, 19, 13, 13
1, 8, 0, 60
7, 3, 38, 55
9, 3, 32, 73
2, 0, 29, 52
6, 17, 19, 76
7, 7, 34, 36
2, 3, 39, 63
1, 13, 31, 61
9, 11, 16, 45
4, 11, 23, 24
2, 19, 31, 2
4, 16, 7, 39
1, 13, 19, 53
3, 8, 16, 77
9, 7, 6, 12
1, 9, 11, 55
8, 17, 21, 38
9, 17, 21, 64
7, 7, 17, 19
1, 5, 16, 36
7, 2, 26, 1
7, 18, 31, 68
7, 18, 14, 58
0, 17, 36, 23
3, 17, 1, 5
8, 11, 17, 48
3, 20, 4, 51
4, 0, 22, 15
2, 5, 8, 20
3, 3, 32, 79
0, 13, 39, 53
1, 3, 21, 45
8, 14, 10, 24
0, 13, 35, 4
4, 17, 12, 1
0, 13, 5, 11
9, 10, 31, 60
4, 6, 14, 20
2, 2, 32, 49
0, 5, 33, 41
9, 19, 40, 49
1, 18, 30, 13
8, 12, 33, 1
3, 11, 19, 79
2, 0, 21, 43
9, 13, 9, 49
6, 13, 20, 11
8, 6, 29, 16
4, 12, 9, 74
2, 2, 14, 56
9, 18, 15, 36
6, 2, 0, 80
4, 5, 24, 56
7, 5, 30, 8
2, 8, 36, 33
8, 5, 3, 59
6, 3, 14, 19
9, 13, 40, 62
7, 20, 10, 51
9, 15, 11, 40
7, 13, 34, 2
1, 2, 9, 40
5, 4, 13, 2
4, 3, 4, 51
4, 3, 0, 78
8, 7, 37, 61
3, 6, 28, 47
3, 17, 35, 58
7, 6, 26, 66
9, 6, 18, 69
0, 18, 39, 60
3, 11, 31, 13
5, 4, 27, 18
0, 16, 36, 76
8, 6, 9, 58
1, 12, 15, 75
7, 3, 40, 23
6, 7, 4, 22
2, 2, 38, 9
3, 10, 1, 49
5, 16, 5, 43
8, 8, 11, 27
7, 10, 2, 72
6, 6, 12, 10
4, 2, 19, 51
0, 8, 12, 61
1, 5, 24, 73
7, 10, 33, 31
2, 8, 8, 72
9, 13, 29, 51
0, 4, 39, 60
8, 4, 20, 28
5, 0, 10, 64
6, 16, 14, 0
6, 5, 13, 29
8, 6, 12, 40
4, 5, 33, 76
8, 2, 17, 13
1, 13, 1, 35
7, 14, 7, 52
5, 13, 35, 74
2, 1, 18, 56
9, 18, 4, 27
6, 2, 2, 72
9, 11, 2, 25
6, 9, 21, 46
9, 19, 24, 67
1, 10, 10, 54
1, 10, 9, 59
3, 1, 14, 73
8, 9, 1, 12
5, 8, 22, 68
7, 6, 20, 9
3, 4, 14, 5
4, 2, 27, 40
2, 17, 14, 11
6, 18, 40, 21
5, 17, 33, 23
7, 19, 22, 55
4, 12, 27, 73
0, 4, 23, 73
3, 17, 38, 11
2, 2, 24, 14
5, 18, 18, 43
3, 5, 28, 75
7, 12, 30, 50
7, 8, 33, 13
1, 9, 30, 24
7, 6, 1, 14
5, 14, 30, 24
9, 5, 8, 80
4, 10, 5, 59
9, 3, 29, 32
6, 13, 29, 62
7, 8, 14, 36
4, 13, 31, 8
6, 14, 19, 79
9, 8, 9, 11
4, 13, 10, 75
6, 4, 25, 50
7, 12, 13, 27
1, 0, 11, 17
1, 18, 10, 40
3, 14, 34, 67
3, 11, 37, 23
9, 11, 13, 3
6, 16, 15, 36
7, 15, 7, 3
8, 8, 40, 19
7, 19, 15, 67
2, 11, 29, 49
4, 11, 25, 61
4, 15, 36, 79
2, 5, 13, 27
7, 19, 36, 66
9, 20, 12, 3
7, 18, 40, 44
4, 5, 5, 56
7, 5, 18, 34
4, 17, 37, 62
5, 2, 11, 25
6, 20, 16, 9
7, 9, 19, 8
8, 16, 31, 4
2, 2, 30, 21
1, 6, 3, 55
6, 13, 37, 51
6, 14, 34, 3
2, 2, 26, 7
6, 1, 9, 23
4, 18, 23, 79
7, 11, 18, 5
4, 4, 19, 8
0, 0, 36, 13
3, 2, 24, 19
2, 17, 37, 80
9, 5, 3, 78
1, 5, 32, 36
5, 5, 24, 66
9, 6, 37, 53
9, 6, 40, 66
8, 19, 7, 27
9, 10, 18, 1
0, 18, 25, 29
1, 19, 18, 79
9, 13, 21, 59
5, 10, 15, 46
6, 17, 30, 63
5, 0, 26, 45
3, 20, 1, 64
4, 5, 1, 61
3, 15, 5, 61
0, 18, 26, 22
1, 14, 39, 29
3, 6, 6, 44
7, 18, 2, 58
9, 15, 29, 6
6, 9, 10, 71
6, 11, 1, 75
9, 15, 35, 23
2, 19, 30, 54
7, 19, 9, 1
9, 7, 10, 55
9, 4, 26, 54
0, 15, 39, 18
1, 19, 3, 28
6, 13, 4, 54
6, 19, 12, 58
1, 1, 12, 62
2, 3, 2, 39
0, 15, 16, 34
6, 15, 16, 33
5, 9, 39, 58
9, 0, 9, 0
8, 19, 31, 43
6, 3, 32, 56
6, 11, 16, 58
6, 20, 24, 78
0, 19, 4, 1
8, 16, 16, 21
6, 16, 18, 47
1, 17, 38, 30
9, 10, 7, 23
6, 18, 38, 9
1, 13, 10, 68
2, 3, 14, 71
2, 6, 12, 64
4, 2, 16, 20
2, 18, 36, 33
1, 0, 32, 66
8, 10, 31, 10
0, 4, 38, 63
1, 18, 1, 41
1, 8, 38, 13
8, 4, 8, 41
9, 7, 8, 62
3, 16, 32, 47
7, 7, 9, 3
7, 18, 7, 55
7, 9, 27, 11
2, 19, 33, 74
3, 1, 40, 18
0, 4, 19, 61
5, 2, 17, 52
2, 2, 24, 73
8, 7, 4, 73
2, 11, 36, 47
9, 6, 29, 50
5, 11, 40, 58
5, 13, 0, 79
0, 19, 17, 6
1, 17, 16, 36
0, 17, 25, 78
8, 16, 36, 15
4, 13, 15, 73
3, 4, 26, 57
2, 12, 18, 64
2, 17, 37, 67
1, 5, 32, 15
2, 14, 23, 21
1, 0, 33, 38
5, 16, 13, 71
2, 9, 15, 55
5, 11, 30, 66
9, 20, 37, 69
3, 9, 40, 70
5, 14, 16, 65
7, 19, 25, 28
9, 19, 27, 32
8, 17, 24, 2
2, 13, 2, 34
3, 2, 8, 71
2, 10, 15, 74
9, 18, 19, 71
1, 2, 12, 65
5, 6, 22, 50
8, 17, 0, 22
4, 5, 23, 28
6, 17, 33, 36
3, 14, 6, 44
2, 7, 9, 53
2, 2, 17, 38
5, 16, 23, 50
9, 20, 19, 73
2, 4, 6, 80
2, 14, 1, 76
8, 15, 19, 8
2, 4, 7, 9
9, 14, 13, 72
5, 13, 8, 67
0, 0, 37, 2
1, 0, 6, 38
4, 7, 39, 2
5, 0, 6, 79
5, 13, 6, 68
4, 7, 29, 29
5, 4, 27, 3
3, 11, 2, 61
0, 20, 30, 20
6, 4, 17, 59
0, 3, 35, 72
5, 8, 30, 1
9, 1, 7, 59
5, 10, 35, 20
4, 6, 14, 45
2, 3, 0, 50
4, 9, 21, 75
6, 16, 32, 53
8, 6, 34, 17
9, 7, 12, 15
4, 3, 38, 3
0, 19, 31, 4
2, 2, 20, 40
2, 18, 2, 46
8, 9, 29, 15
9, 18, 25, 4
6, 12, 22, 11
4, 8, 11, 77
1, 6, 25, 21
8, 2, 22, 59
8, 13, 26, 31
4, 20, 37, 22
9, 0, 23, 9
2, 17, 38, 36
6, 1, 17, 16
4, 14, 0, 3
6, 11, 0, 53
6, 13, 22, 74
6, 8, 35, 46
5, 20, 19, 75
6, 5, 38, 57
1, 10, 9, 14
4, 7, 36, 63
3, 3, 26, 1
1, 11, 40, 41
9, 6, 6, 79
5, 7, 8, 28
6, 12, 36, 76
6, 12, 13, 20
2, 4, 10, 3
9, 20, 20, 2
7, 8, 38, 58
7, 9, 33, 41
8, 3, 25, 38
7, 4, 10, 23
3, 15, 19, 31
2, 12, 22, 56
1, 16, 27, 35
9, 20, 39, 8
8, 2, 10, 50
7, 19, 6, 10
4, 10, 21, 45
1, 6, 29, 46
0, 10, 40, 40
3, 15, 40, 54
8, 6, 7, 54
7, 15, 2, 77
7, 11, 37, 32
5, 20, 0, 52
3, 18, 10, 9
1, 15, 5, 37
8, 17, 31, 13
3, 4, 7, 43
0, 12, 33, 48
2, 5, 30, 37
4, 7, 11, 12
1, 1, 36, 43
9, 18, 22, 51
3, 0, 20, 62
5, 14, 34, 68
3, 8, 38, 37
8, 12, 23, 20
6, 15, 22, 51
9, 7, 6, 78
4, 16, 34, 49
5, 18, 27, 56
0, 1, 25, 67
6, 16, 15, 46
6, 14, 6, 16
4, 8, 40, 36
0, 14, 13, 26
7, 2, 16, 54
1, 18, 34, 22
1, 1, 16, 69
0, 4, 39, 9
7, 13, 18, 21
0, 6, 15, 67
6, 1, 0, 40
0, 4, 37, 24
9, 10, 39, 5
7, 0, 37, 26
0, 11, 10, 59
5, 20, 21, 65
1, 19, 6, 50
4, 20, 16, 12
3, 2, 6, 23
4, 11, 9, 44
1, 19, 39, 20
6, 14, 36, 0
8, 7, 30, 20
5, 10, 32, 4
0, 18, 15, 62
5, 18, 1, 44
9, 3, 2, 36
3, 20, 39, 33
8, 12, 25, 56
6, 8, 4, 25
6, 7, 32, 5
7, 10, 15, 0
8, 7, 30, 21
3, 11, 3, 13
4, 4, 9, 21
7, 11, 18, 68
1, 13, 25, 10
6, 12, 35, 2
6, 17, 40, 66
6, 8, 6, 9
1, 14, 25, 51
6, 8, 11, 80
4, 10, 10, 53
8, 18, 22, 72
9, 13, 15, 8
9, 7, 33, 19
8, 5, 17, 63
9, 3, 30, 65
1, 14, 22, 21
2, 5, 5, 49
5, 20, 0, 80
4, 18, 30, 46
1, 1, 26, 74
3, 6, 19, 36
9, 15, 30, 5
5, 0, 39, 8
4, 19, 34, 13
9, 18, 27, 74
6, 14, 27, 23
6, 3, 12, 50
1, 2, 34, 1
8, 10, 40, 61
0, 19, 29, 4
6, 20, 5, 52
7, 9, 10, 19
4, 13, 24, 14
0, 7, 5, 78
2, 19, 25, 63
3, 16, 29, 11
4, 18, 2, 72
4, 19, 4, 55
6, 18, 4, 54
1, 13, 31, 69
4, 20, 31, 30
1, 7, 39, 26
4, 5, 39, 73
7, 8, 2, 5
7, 7, 0, 42
2, 20, 37, 40
9, 4, 7, 20
2, 12, 24, 76
6, 1, 12, 34
1, 14, 12, 5
0, 6, 39, 10
6, 2, 40, 58
5, 10, 28, 62
7, 6, 17, 18
5, 18, 9, 38
4, 11, 26, 24
5, 15, 32, 59
9, 18, 28, 63
8, 14, 31, 35
0, 9, 13, 70
8, 2, 19, 28
4, 1, 32, 45
9, 11, 37, 55
4, 5, 7, 56
5, 6, 5, 6
7, 8, 0, 27
4, 1, 1, 40
8, 5, 10, 7
4, 8, 17, 67
5, 6, 4, 29
2, 5, 22, 74
3, 12, 29, 69
9, 13, 11, 59
5, 12, 39, 70
7, 14, 15, 44
6, 9, 4, 56
8, 2, 30, 49
0, 0, 26, 62
7, 8, 16, 77
6, 20, 8, 36
5, 2, 3, 66
8, 5, 39, 45
4, 14, 33, 68
3, 7, 14, 53
4, 12, 23, 53
9, 7, 25, 38
6, 0, 2, 18
8, 2, 18, 31
8, 13, 20, 58
4, 16, 25, 64
4, 0, 20, 14
6, 10, 2, 17
6, 9, 24, 8
5, 4, 5, 63
3, 14, 4, 57
4, 19, 16, 38
0, 7, 35, 59
3, 12, 18, 25
0, 1, 1, 15
0, 19, 17, 18
9, 17, 18, 6
9, 10, 27, 57
1, 8, 1, 56
3, 1, 16, 51
7, 14, 30, 46
8, 11, 19, 26
9, 14, 34, 55
3, 13, 15, 19
4, 13, 9, 42
6, 20, 5, 80
2, 8, 37, 17
8, 1, 17, 1
6, 0, 10, 49
3, 8, 20, 40
3, 18, 4, 47
7, 19, 23, 80
2, 13, 16, 31
1, 1, 9, 10
3, 5, 3, 7
6, 7, 31, 65
6, 11, 11, 72
0, 17, 7, 49
9, 13, 8, 44
9, 9, 33, 78
8, 15, 21, 57
3, 7, 4, 19
0, 1, 11, 41
2, 8, 6, 56
6, 2, 3, 3
4, 11, 16, 17
8, 4, 14, 10
0, 11, 26, 28
6, 16, 30, 2
8, 8, 3, 5
3, 0, 22, 16
5, 3, 9, 76
9, 3, 35, 80
2, 4, 36, 32
6, 5, 12, 27
7, 8, 15, 42
4, 7, 15, 34
0, 7, 40, 2
8, 7, 23, 32
3, 0, 29, 73
4, 3, 38, 61
2, 17, 17, 15
4, 0, 17, 78
3, 16, 30, 24
0, 2, 31, 41
3, 3, 15, 35
1, 14, 25, 25
7, 2, 17, 66
1, 3, 9, 4
1, 0, 29, 57
1, 20, 0, 50
7, 2, 1, 42
6, 13, 9, 44
6, 5, 13, 53
2, 9, 15, 9
5, 11, 23, 26
8, 3, 2, 21
7, 15, 30, 46
7, 14, 37, 7
1, 5, 16, 62
9, 5, 15, 80
1, 8, 34, 78
6, 7, 32, 41
7, 1, 16, 16
0, 1, 4, 6
9, 17, 31, 26
5, 14, 23, 60
9, 0, 29, 30
7, 16, 8, 20
0, 17, 2, 35
3, 16, 9, 14
2, 18, 0, 67
5, 5, 6, 76
2, 7, 30, 71
0, 7, 19, 36
2, 18, 30, 62
5, 11, 35, 71
2, 6, 15, 76
0, 7, 10, 48
5, 18, 15, 32
6, 17, 4, 33
6, 15, 9, 69
3, 18, 31, 45
1, 12, 28, 14
3, 4, 18, 0
7, 14, 32, 75
7, 4, 27, 78
0, 0, 7, 17
8, 18, 13, 45
6, 9, 30, 17
1, 5, 8, 60
8, 17, 32, 47
7, 10, 4, 20
9, 16, 8, 36
0, 7, 4, 12
7, 19, 30, 63
9, 2, 17, 67
5, 16, 14, 47
1, 2, 22, 58
1, 16, 5, 75
7, 19, 20, 72
5, 1, 31, 20
9, 18, 39, 32
9, 0, 31, 71
8, 3, 0, 11
6, 0, 25, 62
0, 7, 9, 33
0, 4, 39, 16
3, 11, 14, 80
3, 9, 11, 34
9, 4, 25, 46
3, 16, 32, 78
1, 18, 9, 34
6, 14, 26, 32
3, 10, 0, 19
7, 7, 0, 9
0, 19, 11, 31
8, 11, 24, 8
2, 0, 18, 5
1, 5, 28, 13
2, 13, 24, 74
7, 5, 13, 38
8, 0, 16, 80
6, 3, 30, 40
4, 5, 32, 15
1, 14, 30, 42
8, 20, 23, 71
3, 18, 5, 42
0, 2, 23, 7
3, 12, 0, 52
5, 15, 29, 34
6, 20, 30, 66
0, 13, 11, 77
0, 1, 28, 14
7, 3, 32, 51
4, 11, 39, 32
1, 7, 39, 27
8, 9, 24, 46
3, 0, 23, 3
8, 7, 7, 28
5, 9, 10, 59
4, 4, 40, 24
3, 1, 0, 55
1, 4, 10, 14
1, 14, 25, 22
1, 18, 7, 32
7, 5, 34, 43
8, 3, 14, 36
1, 12, 16, 25
1, 0, 9, 53
3, 15, 32, 29
2, 16, 34, 68
0, 1, 1, 35
2, 18, 2, 27
2, 4, 37, 70
4, 6, 10, 49
3, 9, 14, 58
0, 18, 1, 42
4, 4, 16, 24
2, 4, 14, 43
5, 20, 30, 16
5, 2, 7, 16
3, 16, 37, 14
6, 2, 17, 75
6, 2, 8, 10
5, 9, 38, 55
8, 13, 34, 33
1, 20, 16, 52
5, 0, 35, 59
4, 9, 39, 44
3, 0, 23, 72
4, 14, 20, 56
7, 8, 17, 34
8, 0, 14, 8
0, 18, 20, 21
2, 2, 27, 70
1, 6, 39, 65
5, 6, 32, 54
0, 12, 22, 15
9, 9, 29, 69
6, 6, 10, 49
1, 14, 2, 63
4, 20, 34, 28
1, 15, 21, 53
7, 19, 1, 22
5, 5, 1, 66
1, 10, 20, 70
0, 11, 27, 10
1, 10, 13, 37
6, 9, 20, 75
2, 17, 32, 3
3, 12, 36, 63
6, 17, 38, 8
5, 16, 9, 7
2, 8, 4, 21
0, 14, 18, 73
9, 0, 4, 80
0, 17, 26, 55
3, 19, 21, 10
8, 5, 37, 5
3, 12, 16, 74
4, 8, 24, 6
1, 15, 20, 60
0, 6, 25, 52
6, 13, 22, 67
5, 2, 7, 72
8, 17, 22, 40
0, 0, 5, 31
4, 18, 5, 7
3, 6, 8, 42
8, 0, 8, 70
3, 3, 29, 31
3, 11, 31, 4
3, 12, 15, 9
6, 0, 18, 68
0, 13, 16, 79
9, 6, 24, 6
9, 2, 13, 80
0, 15, 26, 72
8, 8, 34, 58
3, 9, 31, 11
7, 1, 28, 72
5, 13, 6, 4
3, 1, 28, 49
7, 0, 29, 80
1, 15, 28, 35
1, 3, 17, 44
1, 9, 29, 45
7, 3, 0, 65
5, 10, 20, 31
6, 7, 29, 6
7, 5, 21, 59
7, 13, 1, 77
7, 2, 12, 77
0, 2, 2, 23
0, 5, 1, 24
7, 1, 25, 72
7, 19, 4, 60
7, 5, 16, 33
5, 5, 3, 36
5, 10, 5, 31
8, 20, 16, 8
9, 15, 16, 45
8, 16, 0, 29
7, 11, 24, 34
6, 20, 37, 43
0, 4, 15, 51
4, 20, 18, 42
4, 5, 12, 42
6, 4, 3, 8
7, 0, 37, 61
3, 2, 19, 40
7, 5, 27, 32
6, 8, 8, 25
6, 3, 0, 51
6, 16, 29, 27
1, 10, 1, 4
2, 19, 15, 63
1, 19, 29, 36
9, 11, 32, 2
0, 3, 39, 55
6, 6, 35, 38
6, 0, 24, 3
9, 7, 1, 11
5, 19, 12, 7
0, 18, 6, 16
5, 12, 37, 39
4, 3, 40, 47
8, 4, 6, 4
0, 3, 10, 53
6, 7, 33, 35
2, 11, 24, 44
2, 16, 28, 26
6, 18, 13, 45
8, 13, 32, 61
0, 10, 22, 9
1, 16, 30, 23
3, 1, 1, 39
2, 10, 14, 27
3, 19, 27, 54
8, 20, 13, 31
8, 19, 26, 67
1, 11, 19, 5
4, 13, 3, 11
1, 1, 4, 56
8, 0, 12, 0
6, 5, 13, 21
3, 17, 9, 52
4, 5, 34, 29
6, 3, 6, 41
5, 3, 7, 43
4, 9, 14, 23
6, 16, 20, 22
5, 10, 19, 16
2, 15, 8, 16
6, 18, 14, 42
4, 7, 33, 47
5, 7, 16, 15
3, 18, 18, 61
3, 5, 28, 5
2, 7, 7, 29
9, 20, 22, 11
4, 4, 15, 61
0, 4, 16, 44
9, 17, 7, 72
0, 16, 27, 56
7, 15, 33, 33
1, 16, 16, 24
6, 6, 11, 78
0, 18, 19, 45
1, 13, 2, 67
5, 7, 9, 77
4, 20, 10, 25
7, 3, 35, 76
3, 7, 7, 23
5, 1, 29, 77
1, 8, 13, 28
1, 15, 37, 75
5, 9, 13, 41
5, 16, 5, 8
8, 0, 3, 56
5, 16, 2, 20
6, 14, 29, 48
3, 18, 32, 0
1, 0, 4, 12
7, 14, 33, 27
7, 5, 26, 3
5, 1, 34, 67
8, 20, 21, 79
8, 18, 24, 25
1, 0, 21, 38
2, 19, 3, 44
2, 20, 24, 0
0, 5, 25, 42
3, 13, 15, 9
6, 18, 34, 35
6, 0, 15, 70
8, 5, 33, 6
8, 12, 11, 5
6, 13, 19, 21
0, 20, 20, 15
7, 11, 25, 39
2, 6, 24, 64
1, 15, 25, 29
9, 7, 23, 51
4, 18, 3, 62
9, 18, 4, 16
4, 4, 16, 13
4, 0, 22, 4
5, 15, 1, 6
6, 11, 31, 22
3, 20, 31, 23
7, 19, 20, 40
7, 15, 20, 6
0, 12, 22, 44
2, 19, 18, 2
7, 11, 25, 60
5, 3, 39, 29
3, 10, 18, 53
4, 14, 10, 51
8, 19, 33, 66
6, 10, 3, 6
3, 15, 15, 7
6, 2, 10, 66
5, 19, 6, 16
9, 8, 15, 22
0, 18, 13, 66
6, 3, 35, 37
3, 4, 13, 34
6, 18, 16, 75
8, 3, 35, 24
0, 17, 13, 23
9, 0, 21, 78
0, 0, 4, 49
4, 0, 20, 48
7, 19, 19, 31
4, 12, 9, 27
7, 3, 2, 55
5, 14, 18, 6
9, 9, 28, 59
3, 17, 31, 31
2, 8, 34, 57
9, 16, 3, 73
6, 11, 16, 14
4, 0, 28, 38
6, 17, 14, 76
7, 17, 27, 53
1, 7, 17, 52
9, 6, 33, 16
5, 2, 18, 35
6, 13, 0, 4
7, 18, 35, 75
2, 16, 23, 18
9, 16, 21, 70
4, 11, 0, 62
7, 15, 14, 4
9, 14, 26, 45
7, 0, 18, 24
4, 5, 31, 44
7, 17, 25, 32
6, 20, 31, 58
8, 14, 6, 53
9, 0, 16, 22
1, 10, 9, 30
9, 3, 34, 47
0, 18, 27, 79
5, 12, 5, 30
0, 10, 39, 73
5, 17, 24, 49
9, 15, 7, 20
5, 12, 16, 46
6, 7, 31, 1
1, 1, 3, 43
8, 10, 14, 71
3, 5, 3, 46
2, 0, 12, 40
9, 20, 17, 64
6, 1, 26, 7
7, 17, 8, 52
3, 12, 23, 19
0, 4, 29, 9
8, 6, 15, 50
8, 13, 28, 77
2, 19, 34, 44
4, 20, 30, 52
7, 13, 30, 68
1, 9, 3, 63
3, 12, 34, 48
2, 11, 15, 3
6, 10, 32, 27
6, 18, 3, 65
4, 0, 37, 30
1, 15, 13, 76
3, 13, 21, 22
4, 2, 40, 73
5, 4, 10, 5
0, 4, 10, 46
1, 12, 33, 68
7, 19, 6, 24
9, 6, 12, 25
1, 6, 27, 4
9, 11, 35, 57
5, 0, 16, 24
2, 6, 38, 43
2, 15, 28, 60
9, 14, 12, 46
0, 8, 2, 67
5, 5, 28, 38
8, 14, 12, 17
3, 16, 14, 51
5, 19, 1, 12
4, 4, 40, 38
7, 8, 1, 50
6, 20, 39, 42
2, 3, 24, 55
0, 10, 14, 4
1, 10, 35, 52
4, 19, 7, 9
1, 15, 5, 8
1, 0, 36, 78
7, 8, 31, 43
2, 9, 26, 42
2, 18, 15, 26
2, 14, 29, 64
9, 11, 35, 58
2, 16, 15, 53
7, 13, 10, 66
9, 7, 29, 25
7, 17, 7, 27
2, 4, 7, 34
2, 11, 13, 32
2, 20, 19, 37
1, 8, 26, 14
1, 11, 36, 6
0, 6, 19, 15
5, 10, 7, 22
6, 4, 21, 60
7, 8, 22, 77
1, 19, 16, 49
2, 14, 34, 29
9, 3, 26, 34
1, 18, 10, 67
9, 12, 3, 34
1, 2, 39, 70
8, 18, 10, 29
2, 3, 12, 25
5, 20, 11, 1
6, 3, 9, 61
0, 4, 4, 17
6, 18, 1, 1
4, 16, 34, 35
7, 0, 31, 17
9, 14, 14, 63
3, 4, 14, 17
8, 20, 10, 3
6, 1, 24, 59
5, 2, 8, 56
5, 13, 16, 30
2, 5, 23, 39
5, 8, 34, 51
4, 10, 28, 9
0, 14, 31, 17
0, 7, 37, 39
1, 1, 28, 17
8, 6, 23, 73
8, 2, 32, 62
5, 16, 11, 0
5, 4, 8, 13
2, 19, 16, 48
9, 13, 0, 21
7, 16, 5, 65
5, 15, 39, 40
